#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_NM,NUMBER_OF_STUDENTS_TESTED,NUMBER_TESTS_TAKEN,NUMBER_TESTS_3_OR_HIGHER
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Chinese Lang. & Culture","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Computer Science A","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Computer Science Principles","10","10","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Economics: Macro","33","33","30"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Economics: Micro","79","79","45"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Eng. Language & Comp","152","152","88"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Eng. Literature & Comp","104","104","85"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Environmental Science","84","84","60"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","European History","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Geography: Human","132","132","102"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Gov. & Pol. Comp","77","77","64"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Gov. & Pol. U.S.","46","46","42"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Physics 1","55","55","25"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Physics C: Mechanics","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Precalculus","53","53","49"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Psychology","111","111","69"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Spanish Language","20","20","20"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","Statistics","78","78","25"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","U.S. History","123","123","105"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2056","North Cobb High School","World History","120","120","92"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","633","Cobb County","2066","Osborne High School","ALL Subjects","306","495","216"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Calculus A","20","20","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Chemistry","14","14","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Computer Science Principles","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Economics: Macro","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Eng. Language & Comp","42","42","10"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Eng. Literature & Comp","25","25","12"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Environmental Science","13","13","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","European History","21","21","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Geography: Human","21","21","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Physics 1","11","11","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Precalculus","68","68","37"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Psychology","69","69","15"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Spanish Language","27","27","25"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Spanish Literature","18","18","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","Statistics","20","20","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","U.S. History","51","51","26"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2066","Osborne High School","World History","42","42","26"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","633","Cobb County","2560","Griffin Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2560","Griffin Middle School","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2560","Griffin Middle School","European History","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2560","Griffin Middle School","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2560","Griffin Middle School","Precalculus","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","2560","Griffin Middle School","Psychology","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","633","Cobb County","3056","South Cobb High School","ALL Subjects","159","319","149"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","3056","South Cobb High School","Biology","20","20","13"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","3056","South Cobb High School","Calculus A","15","15","10"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","3056","South Cobb High School","Chemistry","22","22","12"
"AP COUNTS","2023-24","SCHOOL","633","Cobb County","3056","South Cobb High School","Economics: Macro","TFS","TFS","TFS"
